fips_code,data_centers,total_power_usage_kwh,total_carbon_emission_2023_tons
19153,"['InfoBunker', 'Consolidated Des Moines', 'Microsoft Project Alluvion', 'Apple Waukee Data Center', 'Microsoft Project Ginger East', 'Meta Altoona Data Center']","[206444.0, 206444.0, 206444.0, 206444.0, 206444.0, 206444.0]","[111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783]"
19163,['Bluebird Quad Cities Data Center'],[206444.0],[14157.76543]
19181,['Microsoft Project Osmium'],[206444.0],[111761.7783]
19193,"['TierPoint Allentown-TekPark, PA']",[65574.85714],[111761.7783]
20037,['Contegix St Louis'],[24309.0],[71061.76832]
20091,"['Netrality - 7801 Nieman', 'DataBank MCI2 - Pine Ridge', 'DataBank MCI1 - Kansas City - South Lake', 'C1 Kansas Data Center', 'QTS Overland Park', 'FullControl Network', 'DataBank MCI3 - South Lake Campus', 'Windstream Lenexa']","[625.7142857, 625.7142857, 625.7142857, 625.7142857, 625.7142857, 625.7142857, 625.7142857, 625.7142857]","[71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832]"
20173,"['UV&S Data Center', 'ISG Wichita']","[625.7142857, 625.7142857]","[71061.76832, 71061.76832]"
20209,['NetStandard'],[625.7142857],[71061.76832]
21015,"['CyrusOne CIN6 - Florence', 'DC BLOX Greenville', 'DartPoints Greenville']","[81030.0, 134904.0, 134904.0]","[14157.76543, 14157.76543, 14157.76543]"
21043,['Stone Mountain Data Complex'],[81030.0],[14157.76543]
21047,['EnergyNet Data Center'],[81030.0],[14157.76543]
21067,['Windstream Lexington'],[81030.0],[14157.76543]
21089,['ATCDC'],[81030.0],[14157.76543]
21111,"['Flexential Louisville - East Data Center', 'Flexential Louisville - Downtown Data Center', 'Lumen Louisville 1', 'Data Canopy - Louisville', 'IgLou Colocation', 'East Breckinridge']","[81030.0, 81030.0, 81030.0, 81030.0, 81030.0, 81030.0]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
21157,['Core Scientific Calvert City'],[81030.0],[14157.76543]
21185,['Davey Holdings LLC'],[81030.0],[14157.76543]
22001,"['TierPoint Boston-Marlborough', 'Colocation America BOSTONDC1']","[20830.76471, 20830.76471]","[111761.7783, 111761.7783]"
22033,"['Lockstep Technology Group Data Center', 'DartPoints Baton Rouge 2', 'DartPoints Baton Rouge 1', 'Lumen Baton Rouge 2']","[6570.0, 6570.0, 6570.0, 6570.0]","[143233.4815, 143233.4815, 143233.4815, 143233.4815]"
22051,"['Lumen Albany 4', 'Day Star Data Center', 'Windstream Louisville, KY', 'Lumen Metairie']","[31776.44531, 28850.86957, 81030.0, 6570.0]","[143233.4815, 143233.4815, 143233.4815, 143233.4815]"
22071,"['Netrality - 401 N Broad', '11:11 Systems Philadelphia', 'Crown Castle Philadelphia (PA1)', 'Windstream New York', 'Lumen Philadelphia 1', 'DE Philly', 'Cogent Data Center - New Orleans', 'Lumen New Orleans 2', 'FOGO Solutions - New Orleans', 'Lumen New Orleans 1']","[65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 65574.85714, 6570.0, 6570.0, 6570.0, 6570.0]","[143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815]"
22077,['LOGIX FIBER NETWORKS Houston #2'],[78464.60072],[143233.4815]
22103,['EdgeConneX Slidell - EDCSLI01'],[6570.0],[143233.4815]
22113,['Goldsboro Networks'],[43814.36066],[143233.4815]
23001,['Ark Data Centers Green Bay'],[3918.947368],[32352.16122]
23005,['FirstLight Data Center'],[5256.0],[32352.16122]
23017,['CBTS South Bend Data Center II'],[5071.578947],[32352.16122]
24003,"['TierPoint Baltimore - BWI', 'AiNET CyberNAP']","[3568.888889, 3568.888889]","[14157.76543, 14157.76543]"
24005,"['Expedient Owings Mills', '80 Merritt Blvd (HVN10)']","[3568.888889, 4380.0]","[14157.76543, 14157.76543]"
24021,"['Vaultas Milwaukee', 'Maryland Hyperscale Campus', 'Xecunet Data Center', 'Frederick Data Center I', 'Frederick Data Center II', 'DaSTOR Wilmington CCC']","[3918.947368, 3568.888889, 3568.888889, 3568.888889, 3568.888889, 96170.32]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
24027,"['CBTS Grand Rapids Data Center', 'Cogent Data Center - Elkridge']","[10305.88235, 3568.888889]","[14157.76543, 14157.76543]"
24031,"['Silver Spring/DC Metro', 'Atlantech Online', 'Rockville Datacenter']","[3568.888889, 3568.888889, 3568.888889]","[14157.76543, 14157.76543, 14157.76543]"
24033,"['Amazon AWS CMH - 2560 Beech', 'Coloco', 'MOSAIC DATA - BELT', 'Verizon Beltsville', 'AiNET Coloco #8', 'SUBTAC']","[15153.11538, 3568.888889, 3568.888889, 3568.888889, 3568.888889, 81030.0]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
24510,"['Crown Castle Baltimore', 'Commercial Media', 'DataBank - zColo - 111 Market Pl', 'Candler Building', 'One Market Center']","[3568.888889, 3568.888889, 3568.888889, 3568.888889, 3568.888889]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
25001,['Amazon AWS CMH - 2540 Beech'],[15153.11538],[32352.16122]
25003,['H5 Data Centers Cincinnati II'],[15153.11538],[32352.16122]
25005,"['MegaNet MA Datacenter', 'CyrusOne OCB1 - Council Bluffs']","[20830.76471, 206444.0]","[32352.16122, 32352.16122]"
25009,"['105 Cabot Street (BOS16)', 'TierPoint Boston-Andover', 'NaviSite Andover', 'Peregrine Networks Data Center']","[20830.76471, 20830.76471, 20830.76471, 1946.66667]","[32352.16122, 32352.16122, 32352.16122, 32352.16122]"
25013,['Cogent Data Center - Springfield'],[20830.76471],[32352.16122]
25017,"['Centersquare Watertown', '55 Middlesex Turnpike (BOS13)', 'CoreSite Boston (BO1)', 'Evocative BOS1', 'EdgeConneX Boston - EDCBOS01', 'FirstLight Somerville', 'Expedient Data Centers - Boston', 'Markley Lowell', 'Provdotnet Boston North', '365 Data Centers - Marlboro', 'Synoptek - Boston Data Center', 'Codman Hill Rd']","[20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471]","[32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122]"
25021,"['SNS Norwood, MA', 'OPTISE DATA CENTER']","[20830.76471, 20830.76471]","[32352.16122, 32352.16122]"
25023,"['Astound Mountain View DC', 'FirstLight Rockland']","[33566.97482, 20830.76471]","[32352.16122, 32352.16122]"
25025,"['One Summer St.', 'FirstLight Waltham', 'Centersquare - Boston BOS1-A', 'DataBank BOS1 - Downtown Boston', 'Equinix BO2', 'Centersquare - Boston BOS1-B', 'Equinix BO1', 'Crown Castle Boston', 'Centersquare - Boston BOS1-C', 'Philcade Data Center']","[20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 20830.76471, 51100.0]","[32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122, 32352.16122]"
25027,"['Iron Mountain Data Centers BOS-1', 'Crown Castle Worcester (MA3)', 'Lumen Worcester 1']","[20830.76471, 20830.76471, 20830.76471]","[32352.16122, 32352.16122, 32352.16122]"
26007,"['1010 Technology Center, Inc']",[10305.88235],[143233.4815]
26037,['Omnis Network'],[77200.83951],[14157.76543]
26045,"['Liquid Web Lansing B', 'Liquid Web Lansing A']","[10305.88235, 10305.88235]","[14157.76543, 14157.76543]"
26065,"['ACD.net MetroIX', 'Lumen Communications']","[10305.88235, 10305.88235]","[14157.76543, 14157.76543]"
26073,['iM Critical Pittsburgh'],[65574.85714],[143233.4815]
26077,"['CTS Telecom', 'Aunalytics Kalamazoo Data Center']","[10305.88235, 10305.88235]","[14157.76543, 14157.76543]"
26081,"['US Signal Grand Rapids East', 'US Signal Grand Rapids South', 'Switch GRAND RAPIDS', 'Iserv Data Center', 'Altafiber Grand Rapids', '400 South 76th Street']","[10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
26101,['RT 3811'],[10305.88235],[143233.4815]
26125,"['123Net Southfield NW DC2', 'EdgeConneX Detroit - EDCDET01', '123Net Detroit DC1', '123Net Southfield W DC3', 'TelNet Worldwide - SFLFMI72W00', '365 Data Centers - Detroit', 'Cogent Data Center - Troy', 'ManagedWay Data Center #1', 'ManagedWay Data Center #2', 'Clear Rate Troy Datacenter', 'Lumen Detroit', 'ColoMichigan DC1 - Southfield', 'Liberty Center One', '21005 Lahser Road', 'Awecomm Technologies', '24700 Northwestern Hwy']","[10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
26145,['Lumen Jackson 1'],[24309.0],[143233.4815]
26161,"['OTAVA Ann Arbor 2', 'OTAVA Ann Arbor', 'Velocity Data Center', 'Synergy Broadband State Street']","[10305.88235, 10305.88235, 10305.88235, 10305.88235]","[14157.76543, 14157.76543, 14157.76543, 14157.76543]"
26163,"['US Signal Detroit Metro', 'OTAVA Metro Detroit', 'Cogent Data Center - Detroit', 'Nexcess Dearborn Data Center', 'Lumen Detroit 3']","[10305.88235, 10305.88235, 10305.88235, 10305.88235, 10305.88235]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
27003,"['CentriLogic Lenoir', '801 Main Street - Lenoir']","[43814.36066, 43814.36066]","[111761.7783, 111761.7783]"
27007,['PBC Bemidji Data Center'],[18318.13333],[111761.7783]
27013,['Consolidated Mankato'],[18318.13333],[111761.7783]
27019,"['Flexential Minneapolis - Chaska Data Center', 'LightEdge - Minneapolis I', 'CloudHQ MSP1']","[18318.13333, 18318.13333, 18318.13333]","[111761.7783, 111761.7783, 111761.7783]"
27037,"['Unisys Eagan DC', 'DataBank MSP2 - East Twin Cities', 'Meta Rosemount Data Center']","[18318.13333, 18318.13333, 18318.13333]","[111761.7783, 111761.7783, 111761.7783]"
27053,"['Lumen Albany 2', '194 Washington Avenue', '36 NE 2nd St (MIA10)', 'NetcroHosting', 'Volico Miami 2', 'DataBank MIA1 - Downtown Miami', 'Colocation America MiamiDC1', 'South Reach Networks', 'ColoHouse Miami', 'NocRoom Miami Colocation and VPS', 'Navegalo Miami Data Center', 'OneNeck Minneapolis', 'EdgeConneX Minneapolis - EDCMSP01', 'DataBank MSP1 - West Twin Cities', 'DataBank MSP3 - Brooklyn Park', 'DataBank MSP4 - Downtown', 'IronGate Twin Cities West Data Center', 'Cologix MIN2', 'Cologix MIN3', 'Cologix MIN4', 'Consolidated Edina', 'Cogent Data Center - Minneapolis', 'Cologix MIN5', 'Lumen Minnetonka 1', 'Lumen Minneapolis 1', 'Lumen Minneapolis 2', 'Lumen Minnetonka 2', 'Lumen Minneapolis 3', 'T5@Minneapolis', 'US Internet', 'BHI NOC', '511 Building', '250 Marquette Avenue', 'DC BLOX Birmingham', 'DataBank - zColo - 209 10th Ave South']","[31776.44531, 31776.44531, 11252.68293, 11252.68293, 11252.68293, 11252.68293, 11252.68293, 11252.68293, 11252.68293, 11252.68293, 11252.68293, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 18318.13333, 99280.0, 28850.86957]","[111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783]"
27095,['iStreet Solutions'],[33566.97482],[111761.7783]
27103,"['Stream DC DFW VII - Garland', 'NTT Dallas TX1']","[78464.60072, 78464.60072]","[111761.7783, 111761.7783]"
27109,"['Colocation Northwest - South Hill', 'Centeris South Hill SH1']","[58108.0, 58108.0]","[111761.7783, 111761.7783]"
27123,"['Google Loudoun County Campus', 'Cogent Data Center - St. Paul', 'ABcom', 'H5 Data Centers Minneapolis']","[71566.85412, 18318.13333, 18318.13333, 18318.13333]","[111761.7783, 111761.7783, 111761.7783, 111761.7783]"
27139,['Centersquare - Minneapolis MSP1'],[18318.13333],[111761.7783]
27163,['IronGate Twin Cities East Data Center'],[18318.13333],[111761.7783]
28049,"['USNX Data Center', 'NETDOOR JXN']","[98622.55, 98622.55]","[143233.4815, 143233.4815]"
28073,['C Spire Hattiesburg'],[98622.55],[143233.4815]
28089,['C Spire Ridgeland'],[98622.55],[143233.4815]
29019,"['Lumen Columbia 1', 'ISG Columbia']","[24309.0, 24309.0]","[71061.76832, 71061.76832]"
29047,"['LightEdge - Kansas City', '1530 Swift']","[24309.0, 24309.0]","[71061.76832, 71061.76832]"
29077,['Bluebird Underground'],[24309.0],[71061.76832]
29095,"['Ark Data Centers Pittsburgh', 'Cogent Data Center - Kansas City', 'Windstream Kansas City', 'Joes Datacenter']","[65574.85714, 24309.0, 24309.0, 24309.0]","[71061.76832, 71061.76832, 71061.76832, 71061.76832]"
29099,"['Amazon AWS ORD - 63050 Prairie', 'Flexential Tampa - North Data Center']","[49338.91391, 11252.68293]","[71061.76832, 71061.76832]"
29113,['Franklin PUD Data Center'],[58108.0],[71061.76832]
29165,"['TierPoint Kansas City', 'Rackspace Kansas City', '11155 N Airworld Dr']","[24309.0, 24309.0, 24309.0]","[71061.76832, 71061.76832, 71061.76832]"
29183,"['Lumen San Jose 1', 'Plug and Play Tech Center', 'Ark Data Centers Duluth 1']","[33566.97482, 33566.97482, 18318.13333]","[71061.76832, 71061.76832, 71061.76832]"
29189,"['TierPoint St. Louis - Millpark', 'Hostirian St. Louis', 'Verizon St. Louis #2', 'Centersquare - St. Louis STL1']","[24309.0, 24309.0, 24309.0, 24309.0]","[71061.76832, 71061.76832, 71061.76832, 71061.76832]"
29510,"['2401 Walsh St (SJC18)', 'TierPoint St. Louis-Olive', 'Netrality - 210 N Tucker', 'H5 Data Centers St. Louis', 'Cybercon Data Center', 'Lumen St. Louis 1', 'Datotel', 'The Globe Building', 'Connectria STL-1']","[33566.97482, 24309.0, 24309.0, 24309.0, 24309.0, 24309.0, 24309.0, 24309.0, 24309.0]","[71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832, 71061.76832]"
30001,['505 N. Railroad Avenue (ORD23)'],[49338.91391],[42351.41091]
30111,"['Parsec Data Center', 'Billings - Central']","[192720.0, 192720.0]","[42351.41091, 42351.41091]"
31019,['FRII'],[27448.0],[111761.7783]
31055,"['MDC McAllen - MCA1', 'Scott Data Center', 'LoCoCoLo', 'Cogent Data Center - Omaha', 'Windstream Omaha', 'Lumen Omaha 1', '1623 Farnam']","[78464.60072, 232912.9412, 232912.9412, 232912.9412, 232912.9412, 232912.9412, 232912.9412]","[111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783, 111761.7783]"
31079,['Hamilton Data Center'],[232912.9412],[111761.7783]
31109,"['Lincoln Data Center', 'Windstream Lincoln']","[232912.9412, 232912.9412]","[111761.7783, 111761.7783]"
31153,"['TierPoint Omaha-Bellevue', 'Lumen Bellevue', 'Google Papillion Data Center', 'Meta Sarpy Data Center']","[232912.9412, 232912.9412, 232912.9412, 232912.9412]","[111761.7783, 111761.7783, 111761.7783, 111761.7783]"
31177,"['LightEdge - Altoona II', 'LightEdge - Altoona I']","[206444.0, 206444.0]","[111761.7783, 111761.7783]"
32001,['CC Communications'],[85417.675],[34643.58137]
32003,"['Flexential Las Vegas - North Data Center', 'DataBank LAS1 - Las Vegas', 'EdgeConneX Las Vegas - EDCLAS01', 'Novva Las Vegas', 'Fiberhub LAS1', 'UnitedLayer Las Vegas', 'ColoXchange Las Vegas', 'TPx Las Vegas Data Center', 'Switch LAS VEGAS 7', 'Google Henderson Data Center', 'Switch LAS VEGAS 4', 'Switch LAS VEGAS 8', 'Switch LAS VEGAS 9', 'Switch LAS VEGAS 10', 'Switch LAS VEGAS 11', 'Switch LAS VEGAS 12', 'Switch LAS VEGAS 15', 'isp.net Data Center', 'Centersquare - Las Vegas LAS11', 'Centersquare - Las Vegas LAS10', 'Centersquare - Las Vegas LAS12', 'Lumen Las Vegas 1', 'Lumen Las Vegas 3', 'Lumen Las Vegas 2', 'ColoVegas', 'NocRoom Las Vegas Colocation']","[85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675, 85417.675]","[34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137]"
32023,"['1525 Comstock St (SJC16)', '1201 Comstock St (SJC15)', '1725 Comstock St (SJC29)', 'Evocative SJC14']","[33566.97482, 33566.97482, 33566.97482, 33566.97482]","[34643.58137, 34643.58137, 34643.58137, 34643.58137]"
32029,"['EdgeCore Reno Campus', 'PowerHouse Reno', 'Peru Shelf Technology Park', 'Google Storey County Data Center', 'South Valley Technology Park']","[85417.675, 85417.675, 85417.675, 85417.675, 85417.675]","[34643.58137, 34643.58137, 34643.58137, 34643.58137, 34643.58137]"
32031,"['CENTRA Reno (RNO01)', 'Apple Sparks Data Center', 'Roller Network', 'Xogenous']","[85417.675, 85417.675, 85417.675, 85417.675]","[34643.58137, 34643.58137, 34643.58137, 34643.58137]"
33001,['Consolidated Laconia'],[1946.66667],[32352.16122]
33005,['FirstLight Keene NH'],[1946.66667],[32352.16122]
33009,"['SNS Littleton, NH', 'FirstLight Lebanon NH']","[1946.66667, 1946.66667]","[32352.16122, 32352.16122]"
33011,"['Consolidated Manchester', 'FirstLight Manchester NH']","[1946.66667, 1946.66667]","[32352.16122, 32352.16122]"
34003,"['365 Data Centers - Carlstadt', '11:11 Systems Carlstadt']","[60274.02985, 60274.02985]","[14157.76543, 14157.76543]"
34007,['Cogent Data Center - Pennsauken'],[60274.02985],[14157.76543]
34011,"['Aligned ORD-01', 'Aligned ORD-02', 'Chicago Campus']","[49338.91391, 49338.91391, 49338.91391]","[14157.76543, 14157.76543, 14157.76543]"
34013,"['Lumen Phoenix 1', 'Binary.net', 'DataBank EWR1 - Downtown Newark', 'Equinix NY1', 'Lumen Newark', 'Crown Castle Newawk (NJ1)', '165 Halsey Street']","[77200.83951, 232912.9412, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
34017,"['Evocative DAL1', 'Aligned DFW-01', 'Aligned DFW-02', 'Plano Campus', 'SoftLayer - DAL07', 'CoreSite Secaucus (NY2)', 'Centersquare Secaucus', 'Equinix NY5', 'Equinix NY4', 'Equinix NY2', 'H5 Data Centers New Jersey', 'Colocation America NJDC2', 'Evocative EWR1', 'Interserver', '300 JFK Blvd E (EWR10)', 'DataVerge NJ', '365 Data Centers - Weehawken', 'QTS Jersey City', 'Centersquare  - New York EWR2-A,B', 'Equinix NY7', 'Equinix NY6', 'Lumen Jersey City', 'Lumen Weehawken 1', 'One Evertrust Plaza', 'Newport Financial Center']","[78464.60072, 78464.60072, 78464.60072, 78464.60072, 78464.60072, 31776.44531, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
34021,['QTS East Windsor'],[60274.02985],[14157.76543]
34023,"['Centersquare - New York EWR3-B', '365 S. Randolphville Road (EWR12)', '1115 Centennial Avenue (EWR19)', 'Digital Fortress New Jersey', 'QTS Piscataway', 'DataBank EWR2 - Piscataway', 'Hammer Piscataway Data Center', 'ColoCrossing NJ1', '24Shells NJ1', 'Constant Hosting PNJ1', 'ReliableSite NYC Metro', 'Iron Mountain Data Centers NJE-1', 'Continuity Centers - Princeton']","[31776.44531, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985, 60274.02985]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
34025,"['NJFX Data Center', 'Tata Communications Wall NJ']","[60274.02985, 60274.02985]","[14157.76543, 14157.76543]"
34027,"['Cologix NNJ3', 'Cologix NNJ1']","[60274.02985, 60274.02985]","[14157.76543, 14157.76543]"
34031,"['Lumen Garden City 1', '100 Delawanna Ave (EWR20)', '2 Peekay Drive (EWR21)', 'Colocation America NJDC1']","[31776.44531, 60274.02985, 60274.02985, 60274.02985]","[14157.76543, 14157.76543, 14157.76543, 14157.76543]"
34035,"['CyrusOne NYM1 - Somerset', 'Rackspace New York 1', 'Rackspace New York 2']","[60274.02985, 60274.02985, 60274.02985]","[14157.76543, 14157.76543, 14157.76543]"
34039,"['DataBank IND1 - Downtown Indianapolis', 'Netrality - Indy Telcom Suite 101', '701 West Henry Street']","[5071.578947, 5071.578947, 5071.578947]","[14157.76543, 14157.76543, 14157.76543]"
35001,"['UPN Albuquerque', 'H5 Data Centers Albuquerque', 'bigbyte.cc Corp.', 'Centersquare - Albuquerque ABQ1']","[44773.33333, 44773.33333, 44773.33333, 44773.33333]","[111761.7783, 143233.4815, 143233.4815, 143233.4815]"
35035,['CBTS Lombard Data Center'],[49338.91391],[111761.7783]
35055,['The Brownrice Datacenter'],[44773.33333],[111761.7783]
35061,['Meta Los Lunas Data Center'],[44773.33333],[143233.4815]
36001,"['INOC ALB3', 'ColoHouse Albany', 'INOC ALB1', 'Windstream Albany', 'Lumen Albany 3', 'Crown Castle Albany', 'FirstLight Albany NY', 'Lumen Albany 1', '80 State Street']","[31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
36005,['Lumen South Holland 1'],[49338.91391],[14157.76543]
36013,"['Centersquare - Los Angeles LAX2', 'Centersquare - Los Angeles LAX2', '3015 Winona Avenue (BUR10)']","[33566.97482, 33566.97482, 33566.97482]","[14157.76543, 14157.76543, 14157.76543]"
36015,['Frontline Data Services Orangeburg'],[31776.44531],[14157.76543]
36027,['CyrusOne NYM7-Wappingers Falls'],[31776.44531],[14157.76543]
36029,"['ColoCrossing BUF1', '365 Data Centers - Buffalo', 'Centrilogic Buffalo', 'Ridge Lea', 'Elm Data Center', 'Advance2000', 'Lumen Buffalo 2', 'Lumen Buffalo 1', 'Shatter I.T.', 'Nexeon BUF1', 'Victory Technology Center', '350 Main Place', '325 Delware Avenue', 'I-Evolve Data Center']","[31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 302649.0169]"
36045,['Watertown Data Center'],[31776.44531],[302649.0169]
36047,"['Vaultas Alexandria', 'Lumen San Francisco 1', 'Lumen Oakland', 'American Tower EDC Austin', '111 Eight Avenue (JFK10)', '111 Eight Avenue', 'DataBank LGA2 - Downtown New York City', 'Equinix NY9', 'Crown Castle New York (NY1)', 'Colocation America NYDC2', 'Lumen New York 1', 'New Bridge', 'TeliaSonera NYKEC', 'Metanet Hosting', 'New York Connect', 'Compass Hoffman Estates', 'Lumen Atlanta 6', 'ExcalTech Kenosha', 'OFFSITE', 'Lumen Kansas City 3', 'Vaultas Alexandria', 'Lumen Cleveland 1', 'DC BLOX Myrtle Beach']","[18318.13333, 33566.97482, 33566.97482, 78464.60072, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 31776.44531, 49338.91391, 73516.55952, 3918.947368, 3918.947368, 24309.0, 18318.13333, 15153.11538, 134904.0]","[111761.7783, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
36055,"['Synoptek - Rochester / Pittsford', 'Lumen Rochester 1', 'Lumen Gates', 'Synergy Data Center&Services']","[31776.44531, 31776.44531, 31776.44531, 58840.94495]","[302649.0169, 302649.0169, 302649.0169, 302649.0169]"
36059,"['DataBank HOU3 - Westway Park III', 'Long Island Interconnect', 'Continuity Centers', 'GET Long Island']","[78464.60072, 31776.44531, 31776.44531, 31776.44531]","[14157.76543, 14157.76543, 14157.76543, 14157.76543]"
