Data_center,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,Zone_id,power_usage_2023_kwh,power_usage_per_hour_2023_kwh,carbon_emission_2023_tons,carbon_emission_per_hour_2023_tons
Consolidated Mattoon,1501 Charleston Ave,-82.4300094,38.4122365,RANGE_INTERPOLATED,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
ColocationPLUS Champaign,401 S Chestnut,-88.24235785,40.11243453,GoogleMap,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
Aurora/Chicago,4267 Meridian Parkway,-88.2170549,41.7722028,ROOFTOP,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
CyrusOne Yorkville Campus,60545,-88.5371958,41.6916264,APPROXIMATE,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
CyrusOne Yorkville - Building 3,60545,-88.5371958,41.6916264,APPROXIMATE,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
CyrusOne Yorkville - Building 7,60545,-88.5371958,41.6916264,APPROXIMATE,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
CyrusOne Yorkville - Building 5,60545,-88.5371958,41.6916264,APPROXIMATE,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
CyrusOne Yorkville - Building 6,60545,-88.5371958,41.6916264,APPROXIMATE,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
CyrusOne Yorkville - Building 2,60545,-88.5371958,41.6916264,APPROXIMATE,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
CyrusOne Yorkville - Building 4,60545,-88.5371958,41.6916264,APPROXIMATE,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
CyrusOne Yorkville - Building 9,60545,-88.5371958,41.6916264,APPROXIMATE,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
CyrusOne Yorkville - Building 8,60545,-88.5371958,41.6916264,APPROXIMATE,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
CyrusOne Yorkville - Building 1,60545,-88.5371958,41.6916264,APPROXIMATE,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
DataPoint,4901 Colt Road,-89.0209732,42.2255014,ROOFTOP,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
ColocationPLUS Rantoul,101 W International Ave,-88.159441,40.301827,ROOFTOP,US-MIDA-PJM,49338.91391,5.632296108,14157.76543,1.616183268
Cologix LAK1,2850 Interstate Drive,-84.4675733,39.3087436,GEOMETRIC_CENTER,US-MIDA-PJM,11252.68293,1.284552846,14157.76543,1.616183268
OneColo,610 N Morgan St,-87.6528624,41.8935233,RANGE_INTERPOLATED,US-MIDA-PJM,11252.68293,1.284552846,14157.76543,1.616183268
655 North Franklin,655 North Franklin Street,-87.6356363,41.8939802,RANGE_INTERPOLATED,US-MIDA-PJM,11252.68293,1.284552846,14157.76543,1.616183268
QTS Miami,11234 NW 20th St.,-77.0449008,38.9072437,GEOMETRIC_CENTER,US-MIDA-PJM,11252.68293,1.284552846,14157.76543,1.616183268
Volico Deerfield,500 NW 48 Street,-77.0943502,38.938089,GEOMETRIC_CENTER,US-MIDA-PJM,11252.68293,1.284552846,14157.76543,1.616183268
Lumen Jacksonville,608 W. Adams Street,-87.6984339,41.8783159,GEOMETRIC_CENTER,US-MIDA-PJM,11252.68293,1.284552846,14157.76543,1.616183268
Lumen Jacksonville 2,608 W. Adams Street,-87.6984339,41.8783159,GEOMETRIC_CENTER,US-MIDA-PJM,11252.68293,1.284552846,14157.76543,1.616183268
43830 Devin Shafron Drive (IAD24),43830 Devin Shafron Drive,-77.4843436,39.0042983,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Centersquare Ashburn Campus,21561-21571 Beaumeade Circle,-77.4527198,39.0217301,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
44100 Digital Loudoun Plaza (IAD38),44100 Digital Loudoun Plaza ,-77.4774096,39.0011412,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
"44274 Round Table Plaza, Bldg L (IAD39)",44274 Round Table Plaza,-77.4675762,39.0084547,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
44461 Chilum Place (ACC6),44461 Chilum Place,-77.4636185,39.0210668,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
44060 Digital Loudoun Plaza (IAD37),44060 Digital Loudoun Plaza,-77.4780165,39.0000327,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
"44372 Round Table Plaza, Bldg M (IAD40)",44372 Round Table Plaza,-77.4676701,39.0079337,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
43780 Digital Loudoun Plaza (IAD36),43780 Digital Loudoun Plaza,-77.4793105,39.0015105,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
44490 Chillum (ACC2),44490 Chillum Place,-77.45983291,39.02090429,GoogleMap,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
43940 Digital Loudoun Plaza (IAD35),43940 Digital Loudoun Plaza,-77.4784317,39.0020034,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
44540 Round Table Plaza (IAD73),44540 Round Table Plz,-77.4655789,39.0067049,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
21745 Sir Timothy (ACC9),21745 Sir Timothy Dr,-77.4669704,39.0152471,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
44520 Hastings (ACC3),44520 Hastings Dr,-77.45984588,39.01994209,GoogleMap,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
21744 Sir Timothy (ACC10),21744 Sir Timothy Dr,-77.4653234,39.0128314,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
43881 Devin Shafron Drive (IAD12),43881 Devin Shafron Drive,-77.4834425,39.0020522,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
43791 Devin Shafron Drive (IAD14),43791 Devin Shafron Drive ,-77.4870142,39.0033112,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
43831 Devin Shafron (IAD13),43831 Devin Shafron Dr,-77.4853845,39.0027376,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
"22124 Broderick Drive, Bldg R (IAD42)",22124 Broderick Drive (Bldg R),-77.4501525,39.0050078,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
21362 Smith Switch (ACC8),21362 Smith Switch Rd,-77.462054,39.024031,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
43915 Devin Shafron (IAD15),43915 Devin Shafron Drive,-77.4819691,39.0027626,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
"44751 Round Table Plaza, Bldg P (IAD41)",44751 Round Table Plaza (Bldg P),-77.4572227,39.0092646,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
NTT Ashburn VA1,44664 Guilford Drive,-77.4548779,39.0227694,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
NTT Ashburn VA3,21583 Megawatt Drive,-77.4708879,39.0192467,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
NTT Ashburn VA2,44610 Guilford Drive,-77.4576057,39.0249556,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
NTT Ashburn VA4,21583 Megawatt Drive,-77.4708879,39.0192467,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
NTT Ashburn VA5,21583 Megawatt Drive,-77.4708879,39.0192467,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Element Critical Northern Virginia,7990 Quantum Dr,-77.2204437,38.9093627,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
H5 Data Centers Ashburn,21800 Beaumeade Cir,-77.4515907,39.0138341,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Aligned IAD-02,21821 Uunet Drive,-77.4749719,39.010247,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
DataBank IAD1 - Ashburn ,21635 Red Rum Drive,-77.4817204,39.0154783,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
SDC Ashburn A,21741 Red Rum Dr,-77.4782831,39.0154261,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Cologix ASH1-S,21745 Beaumeade Circle,-77.4593174,39.0180041,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Aligned IAD-01,21890 Uunet Drive,-77.4711367,39.013487,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Deft Ashburn,43830 Devin Shafron Dr,-77.4843436,39.0042983,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC11,21721 Filigree Court,-77.4594652,39.0152031,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
DataBank IAD3 - Ashburn Campus,21630 Red Rum Drive,-77.4817777,39.0180117,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC2,21715 Filigree Court,-77.459028,39.0164235,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC21,22175 Beaumeade Circle,-77.454141,39.0119765,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC12,44790 Performance Circle,-77.4505814,39.0221838,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
EdgeCore Ashburn AS01,45865 Maries Road,-77.4141444,39.0217175,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Rackspace Ashburn,44461 Chilum Place,-77.4636185,39.0210668,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC3,44470 Chilum Place,-77.4602143,39.0219138,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC1,21711 Filigree Court,-77.4603448,39.0155544,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC4,21691 Filigree Court,-77.4619615,39.0164848,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Microsoft Compass Creek Campus,19515-19540 Compass Creek Pkwy,-77.5641169,39.0747746,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Centersquare Ashburn A,21571 Beaumeade Circle,-77.453287,39.021934,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
PowerHouse ABX-1,21529 Beaumeade Circle,-77.4503973,39.019629,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Vantage VA3 - Ashburn III Campus,19509 Belmont Ridge Road,-77.506546,39.079757,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC6,21721 Filigree Court,-77.4594652,39.0152031,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC10,21551 Beaumeade Circle,-77.4513023,39.020867,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC5,21701 Filigree Court,-77.457658,39.015216,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Centersquare Ashburn B,21561 Beaumeade Circle,-77.4527198,39.0217301,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC16,44740 Performance Circle,-77.4522841,39.0242018,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Microsoft - 41720 Inclusion Ln,41720 Inclusion Ln,-77.5594372,39.069618,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Compass Loudoun County I - Campus,Thunderball Dr,-77.53866225,39.04377458,GoogleMap,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - Import Campus,44351-44254 Import Plaza,-77.4709212,38.99513,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
NTT Ashburn Campus,Megawatt Dr / Gigabit Plz,-77.4712813,39.0187042,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC Campus,21955 Loudoun County Pkwy,-77.4636213,39.0103721,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
QTS Ashburn-Shellhorn Campus,Shellhorn Road,-77.4855055,39.0073208,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - Interconnection Campus,44854-44862 Interconnection Plz,-77.4528635,39.0271064,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - Loudoun County Campus,20935-20934 Lodoun County Pkwy,-77.4501226,39.0367692,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
STACK Infrastructure NVA06,19275 Compass Creek Pkwy,-77.5636784,39.0834786,RANGE_INTERPOLATED,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC4,22210 Loudoun County Parkway,-77.4741962,39.0032654,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - Smith Campus,21263-21271 Smith Switch Rd,-77.4574948,39.0279099,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Microsoft - 41730 Inclusion Ln,41730 Inclusion Ln,-77.5607682,39.0696069,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Google Loudoun County Data Center 1,Goose Landing Ln,-77.5387526,39.049416,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
SDC Ashburn C,21735 Red Rum Drive,-77.478277,39.014553,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
43790 Devin Shafron Dr,43790 Devin Shafron Dr,-77.4856124,39.0050545,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
STACK Infrastructure NVA01A,22080 Pacific Blvd.,-77.4417806,39.0046301,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC3,20147,-77.4744421,39.0418129,APPROXIMATE,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - 21271 Smith ,21271 Smith Switch Rd,-77.4596626,39.0295691,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon IAD - 44351 Import,44351 Import Plaza,-77.4709212,38.99513,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC22,22165 Beaumeade Circle,-77.453943,39.013868,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Microsoft - 19525 Compass Creek,19525 Compass Creek Pkwy,-77.5629972,39.075422,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Microsoft - 41700 Inclusion Ln (IAD4),41700 Inclusion Ln,-77.5585543,39.0669155,RANGE_INTERPOLATED,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC1,21955 Loudoun County Pkwy,-77.4636213,39.0103721,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - 20935 Loudoun,20935 Loudoun County Pkwy,-77.4501226,39.0367692,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - 44854 Interconnection,44854 Interconnection Plz,-77.4528635,39.0271064,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
NTT Ashburn VA7,44371 Gigabit Plaza,-77.4718092,39.0158154,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon IAD - 44305 Import,44305 Import Plaza,-77.4712764,38.9958522,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
QTS ASH 3 Data center 1,22291 Shellhorn Road,-77.4759471,38.9988653,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Compass Loudoun County I - C,42251 Thunderball Dr,-77.5393163,39.0417052,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC8,22210 Loudoun County Parkway,-77.4741962,39.0032654,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
QTS ASH 3 Data Center 2,22271 Shellhorn Road,-77.4749368,38.9996608,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - 44858 Interconnection,44858 Interconnection Plz,-77.450866,39.0263552,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Compass Loudoun County I - D,42311 Thunderball Dr,-77.5381069,39.0423482,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
SDC Ashburn B,21745 Red Rum,-77.47997741,39.01448521,GoogleMap,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Microsoft - 41700 Inclusion Ln (IAD6),41700 Inclusion Ln,-77.5585543,39.0669155,RANGE_INTERPOLATED,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Tech Park at Brambleton,23896 Belmont Ridge Road,-77.5377942,38.9562723,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
NTT Ashburn VA8,44725 Gigabit Plaza,-77.475873,39.0188649,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Lumen Ashburn,44633 Guilford Drive,-77.4576044,39.0221759,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Compass Loudoun County I - A,42310 Thunderball Dr,-77.5393523,39.0437682,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - 21263 Smith,21263 Smith Switch Rd,-77.4574948,39.0279099,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon IAD - 44254 Import,44254 Import Plaza,-77.4740854,38.9961838,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ MCC,10880 Airman Ave,-77.4995073,38.7169478,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Microsoft - 19515 Compass Creek,19515 Compass Creek Pkwy,-77.5641169,39.0747746,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Google Loudoun County Data Center 2,Goose Landing Ln,-77.5387526,39.049416,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC2,44621 Waxpool Rd,-77.4621967,39.0122056,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Compass Loudoun County I - B,42250 Thunderball Dr,-77.54058,39.0431111,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Compass Loudoun County I - E,42590 Thunderball Dr,-77.538285,39.044071,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - 44862 Interconnection,44862 Interconnection Plz,-77.4495321,39.0263629,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - 21267 Smith,21267 Smith Switch Rd,-77.4582493,39.0287769,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
NTT Ashburn VA9,44720 Gigabit Plaza,-77.4754438,39.0202694,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - 20945 Loudoun,20945 Loudoun County Pkwy,-77.4507123,39.0355368,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
NTT Ashburn VA6,44495 Gigabit Plaza,-77.4734619,39.0169622,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC15,44780 Performance Circle,-77.4502281,39.0225032,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Windstream Ashburn,44200 Waxpool Rd,-77.4737427,39.0151443,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Equinix DC13,21830 Uunet Way,-77.47525865,39.01256412,GoogleMap,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC9,20147,-77.4744421,39.0418129,APPROXIMATE,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC13,20147,-77.4744421,39.0418129,APPROXIMATE,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC11,20147,-77.4744421,39.0418129,APPROXIMATE,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC12,20147,-77.4744421,39.0418129,APPROXIMATE,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC5,20147,-77.4744421,39.0418129,APPROXIMATE,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC14,20147,-77.4744421,39.0418129,APPROXIMATE,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CloudHQ LC10,20147,-77.4744421,39.0418129,APPROXIMATE,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CyrusOne Broadlands - Building 3,Education Ct / Broadlands Blvd,-77.5203842,39.0313911,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CyrusOne Broadlands - Building 2,Education Ct / Broadlands Blvd,-77.5203842,39.0313911,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CyrusOne Broadlands Campus,Education Ct / Broadlands Blvd,-77.5203842,39.0313911,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CyrusOne Broadlands - Building 1,Education Ct / Broadlands Blvd,-77.5203842,39.0313911,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Tuscarora Crossing Bldg 2,Crosstrail Blvd,-77.5360391,39.077989,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CyrusOne Broadlands - Building 4,Education Ct / Broadlands Blvd,-77.5203842,39.0313911,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Tuscarora Crossing Campus,Crosstrail Blvd,-77.5360391,39.077989,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Tuscarora Crossing Bldg 1,Crosstrail Blvd,-77.5360391,39.077989,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Tuscarora Crossing Bldg 3,Crosstrail Blvd,-77.5360391,39.077989,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CoreSite Reston (VA3),12369 Sunrise Valley Dr,-77.3714951,38.9489409,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CoreSite Reston (VA1),12100 Sunrise Valley Drive,-77.364564,38.9506292,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
CoreSite Reston (VA2),12100 Sunrise Valley Drive,-77.364564,38.9506292,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Evocative IAD1,1807 Michael Faraday Court,-77.3293185,38.948771,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Flex Data Center Reston,11513 Sunset Hills Rd.,-77.3465579,38.9518941,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Iron Mountain Data Centers VA-1,11680 Hayden Road,-77.5452615,38.7739807,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Iron Mountain Data Centers VA-2,11660 Hayden Road,-77.546261,38.7769866,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Iron Mountain Data Centers VA-6,11891 Sudley Manor Road,-77.5392031,38.7676615,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
9905 Godwin Drive (IAD53),9905 Godwin Dr,-77.4995621,38.7581517,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
10051 Brickyard Wy,10051 Brickyard Wy,-77.5078273,38.7369178,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Iron Mountain Data Centers VA-3,20109,-77.5275463,38.7855623,APPROXIMATE,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Iron Mountain Data Centers VA-5,11580 Hayden Road,-77.5429682,38.7727076,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Iron Mountain Data Centers VA-4,11600 Hayden Road,-77.5433777,38.7747607,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
STACK Infrastructure NVA05A,9101 Freedom Center Blvd,-77.5160896,38.75871,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Cloud Capital - 9651 Hornbaker,9651 Hornbaker Road,-77.5316672,38.7471921,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
EvoSwitch WDC1,9651 Hornbaker Road,-77.5316672,38.7471921,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
QTS Manassas DC5,9301 Freedom Center Boulevard,-77.5198552,38.7550781,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
QTS Manassas Campus,9400 Godwin Drive,-77.5083751,38.752881,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - Doane Campus,Doane Dr / Brewers Spring Rd,-77.5467804,38.790493,GEOMETRIC_CENTER,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - Innovation Campus,9680-9740 Innovation Dr,-77.5223263,38.74865926,GoogleMap,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - Thomasson Campus,11150-11200 Thomasson Barn Rd,-77.5290945,38.744053,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
Amazon AWS IAD - Freedom Campus,9020-9040 Freedom Center Blvd,-77.5175087,38.759595,ROOFTOP,US-MIDA-PJM,71566.85412,8.169732206,14157.76543,1.616183268
